ID_hecho,FECHA,AAAA,MM,DD,ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO
2017-0112,10/9/2017,2017,9,10,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,SD,13/9/2017
2017-0113,11/9/2017,2017,9,11,PEATON,PEATON,FEMENINO,76,11/9/2017
2017-0114,15/9/2017,2017,9,15,CONDUCTOR,AUTO,MASCULINO,26,15/9/2017
2017-0115,19/9/2017,2017,9,19,CONDUCTOR,MOTO,MASCULINO,34,SD
2017-0116,20/9/2017,2017,9,20,CONDUCTOR,MOTO,MASCULINO,22,20/9/2017
2017-0118,22/9/2017,2017,9,22,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26,29/9/2017
2017-0120,2/10/2017,2017,10,2,CONDUCTOR,MOTO,MASCULINO,20,2/10/2017
2017-0123,10/10/2017,2017,10,10,PEATON,PEATON,FEMENINO,36,10/10/2017
2017-0124,12/10/2017,2017,10,12,CONDUCTOR,MOTO,MASCULINO,51,12/10/2017
2017-0125,13/10/2017,2017,10,13,CONDUCTOR,MOTO,MASCULINO,29,13/10/2017
2017-0126,14/10/2017,2017,10,14,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,39,SD
2017-0126,14/10/2017,2017,10,14,CONDUCTOR,AUTO,MASCULINO,36,14/10/2017
2017-0127,16/10/2017,2017,10,16,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,24,16/10/2017
2017-0128,17/10/2017,2017,10,17,PEATON,PEATON,FEMENINO,60,17/10/2017
2017-0129,26/10/2017,2017,10,26,CONDUCTOR,MOTO,MASCULINO,57,26/10/2017
2017-0130,27/10/2017,2017,10,27,CONDUCTOR,AUTO,MASCULINO,23,27/10/2017
2017-0132,30/10/2017,2017,10,30,CONDUCTOR,MOTO,MASCULINO,23,30/10/2017
2017-0134,6/11/2017,2017,11,6,PEATON,PEATON,FEMENINO,47,6/11/2017
2017-0135,7/11/2017,2017,11,7,CONDUCTOR,MOTO,MASCULINO,24,7/11/2017
2017-0136,16/11/2017,2017,11,16,PEATON,PEATON,MASCULINO,55,16/11/2017
2017-0137,17/11/2017,2017,11,17,PEATON,PEATON,FEMENINO,60,17/11/2017
2017-0138,19/11/2017,2017,11,19,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25,19/11/2017
2017-0139,19/11/2017,2017,11,19,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,15,19/11/2017
2017-0140,19/11/2017,2017,11,19,CONDUCTOR,MOTO,MASCULINO,24,19/11/2017
2017-0141,23/11/2017,2017,11,23,PEATON,PEATON,FEMENINO,22,23/11/2017
2017-0143,25/11/2017,2017,11,25,CONDUCTOR,AUTO,MASCULINO,50,25/11/2017
2017-0144,26/11/2017,2017,11,26,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,50,26/11/2017
2017-0145,26/11/2017,2017,11,26,CONDUCTOR,MOTO,MASCULINO,58,26/11/2017
2017-0147,28/11/2017,2017,11,28,CONDUCTOR,MOTO,MASCULINO,49,28/11/2017
2017-0148,29/11/2017,2017,11,29,PEATON,PEATON,FEMENINO,82,29/11/2017
2017-0149,30/11/2017,2017,11,30,PEATON,PEATON,MASCULINO,13,30/11/2017
2017-0150,4/12/2017,2017,12,4,PEATON,PEATON,MASCULINO,56,4/12/2017
2017-0151,4/12/2017,2017,12,4,PEATON,PEATON,MASCULINO,SD,4/12/2017
2017-0152,6/12/2017,2017,12,6,CICLISTA,BICICLETA,MASCULINO,19,6/12/2017
2017-0153,11/12/2017,2017,12,11,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,SD,12/12/2017
2017-0153,11/12/2017,2017,12,11,CONDUCTOR,MOTO,MASCULINO,30,12/12/2017
2017-0154,11/12/2017,2017,12,11,PEATON,PEATON,MASCULINO,76,11/12/2017
2017-0155,12/12/2017,2017,12,12,SD,SD,MASCULINO,77,SD
2017-0157,17/12/2017,2017,12,17,CONDUCTOR,AUTO,MASCULINO,53,17/12/2017
2017-0158,18/12/2017,2017,12,18,CONDUCTOR,MOTO,MASCULINO,32,18/12/2017
2017-0159,20/12/2017,2017,12,20,CONDUCTOR,MOTO,MASCULINO,27,20/12/2017
2017-0160,22/12/2017,2017,12,22,PEATON,PEATON,FEMENINO,30,22/12/2017
2017-0161,26/12/2017,2017,12,26,PEATON,PEATON,FEMENINO,30,26/12/2017
2018-0001,1/1/2018,2018,1,1,PEATON,PEATON,MASCULINO,83,2/1/2018
2018-0002,3/1/2018,2018,1,3,CICLISTA,BICICLETA,FEMENINO,26,3/1/2018
2018-0003,5/1/2018,2018,1,5,PEATON,PEATON,FEMENINO,58,5/1/2018
2018-0004,9/1/2018,2018,1,9,CONDUCTOR,MOTO,MASCULINO,39,9/1/2018
2018-0005,9/1/2018,2018,1,9,PEATON,PEATON,MASCULINO,54,9/1/2018
2018-0006,10/1/2018,2018,1,10,CICLISTA,BICICLETA,FEMENINO,45,10/1/2018
2018-0007,11/1/2018,2018,1,11,CONDUCTOR,AUTO,MASCULINO,46,11/1/2018
2018-0008,12/1/2018,2018,1,12,CONDUCTOR,MOTO,FEMENINO,32,12/1/2018
2018-0009,14/1/2018,2018,1,14,CONDUCTOR,MOTO,MASCULINO,19,14/1/2018
2018-0010,18/1/2018,2018,1,18,CONDUCTOR,MOTO,MASCULINO,40,18/1/2018
2018-0011,19/1/2018,2018,1,19,PEATON,PEATON,MASCULINO,84,19/1/2018
2018-0012,26/1/2018,2018,1,26,CONDUCTOR,MOTO,MASCULINO,20,26/1/2018
2018-0013,28/1/2018,2018,1,28,CONDUCTOR,MOTO,MASCULINO,44,28/1/2018
2018-0014,31/1/2018,2018,1,31,PEATON,PEATON,MASCULINO,SD,4/2/2018
2018-0015,6/2/2018,2018,2,6,CONDUCTOR,MOTO,MASCULINO,28,6/2/2018
2018-0015,6/2/2018,2018,2,6,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,19,6/2/2018
2018-0016,15/2/2018,2018,2,15,CONDUCTOR,MOTO,MASCULINO,31,15/2/2018
2018-0017,17/2/2018,2018,2,17,PEATON,PEATON,MASCULINO,35,20/2/2018
2018-0018,17/2/2018,2018,2,17,CONDUCTOR,MOTO,MASCULINO,26,17/2/2018
2018-0019,17/2/2018,2018,2,17,PEATON,PEATON,FEMENINO,80,17/2/2018
2018-0020,19/2/2018,2018,2,19,CONDUCTOR,MOTO,MASCULINO,26,19/2/2018
2018-0021,22/2/2018,2018,2,22,PEATON,PEATON,FEMENINO,62,22/2/2018
2018-0022,24/2/2018,2018,2,24,CONDUCTOR,MOTO,MASCULINO,28,24/2/2018
2018-0023,24/2/2018,2018,2,24,CONDUCTOR,MOTO,MASCULINO,28,24/2/2018
2018-0024,28/2/2018,2018,2,28,PEATON,PEATON,MASCULINO,70,28/2/2018
2018-0025,4/3/2018,2018,3,4,PEATON,PEATON,MASCULINO,70,5/3/2018
2018-0026,9/3/2018,2018,3,9,CONDUCTOR,MOVIL,MASCULINO,24,9/3/2018
2018-0026,9/3/2018,2018,3,9,PASAJERO_ACOMPAÑANTE,MOVIL,MASCULINO,30,9/3/2018
2018-0027,11/3/2018,2018,3,11,PEATON,PEATON,FEMENINO,74,11/3/2018
2018-0028,13/3/2018,2018,3,13,PEATON,PEATON,MASCULINO,71,13/3/2018
2018-0029,15/3/2018,2018,3,15,CONDUCTOR,MOTO,MASCULINO,26,15/3/2018
2018-0030,20/3/2018,2018,3,20,CONDUCTOR,MOTO,MASCULINO,24,20/3/2018
2018-0031,28/3/2018,2018,3,28,CONDUCTOR,MOTO,MASCULINO,31,28/3/2018
2018-0032,2/4/2018,2018,4,2,PEATON,PEATON,MASCULINO,70,2/4/2018
2018-0033,7/4/2018,2018,4,7,CONDUCTOR,MOTO,FEMENINO,42,10/4/2018
2018-0034,11/4/2018,2018,4,11,PEATON,PEATON,MASCULINO,24,11/4/2018
2018-0035,12/4/2018,2018,4,12,PEATON,PEATON,FEMENINO,39,12/4/2018
2018-0036,13/4/2018,2018,4,13,CONDUCTOR,MOTO,MASCULINO,37,15/4/2018
2018-0037,18/4/2018,2018,4,18,PEATON,PEATON,MASCULINO,84,19/4/2018
2018-0038,20/4/2018,2018,4,20,PEATON,PEATON,FEMENINO,59,20/4/2018
2018-0038,20/4/2018,2018,4,20,PEATON,PEATON,MASCULINO,61,20/4/2018
2018-0039,21/4/2018,2018,4,21,PEATON,PEATON,MASCULINO,37,21/4/2018
2018-0040,27/4/2018,2018,4,27,PEATON,PEATON,FEMENINO,SD,27/4/2018
2018-0041,27/4/2018,2018,4,27,PEATON,PEATON,FEMENINO,78,27/4/2018
2018-0042,27/4/2018,2018,4,27,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,23,27/4/2018
2018-0043,28/4/2018,2018,4,28,CONDUCTOR,MOTO,MASCULINO,25,29/4/2018
2018-0044,28/4/2018,2018,4,28,PEATON,PEATON,FEMENINO,50,28/4/2018
2018-0045,30/4/2018,2018,4,30,CONDUCTOR,AUTO,MASCULINO,60,30/4/2018
2018-0046,2/5/2018,2018,5,2,PEATON,PEATON,MASCULINO,11,2/5/2018
2018-0047,8/5/2018,2018,5,8,PEATON,PEATON,MASCULINO,82,9/5/2018
2018-0048,9/5/2018,2018,5,9,PEATON,PEATON,MASCULINO,57,16/5/2018
2018-0049,11/5/2018,2018,5,11,PEATON,PEATON,FEMENINO,40,13/5/2018
2018-0050,14/5/2018,2018,5,14,PEATON,PEATON,FEMENINO,47,24/5/2018
2018-0051,15/5/2018,2018,5,15,PEATON,PEATON,FEMENINO,57,15/5/2018
2018-0052,18/5/2018,2018,5,18,PEATON,PEATON,MASCULINO,78,19/5/2018
2018-0053,20/5/2018,2018,5,20,CONDUCTOR,MOTO,MASCULINO,43,20/5/2018
2018-0054,22/5/2018,2018,5,22,PEATON,PEATON,FEMENINO,86,25/5/2018
2018-0055,29/5/2018,2018,5,29,CONDUCTOR,MOTO,MASCULINO,21,29/5/2018
2018-0056,2/6/2018,2018,6,2,PEATON,PEATON,FEMENINO,69,4/6/2018
2018-0057,3/6/2018,2018,6,3,CONDUCTOR,MOTO,MASCULINO,33,4/6/2018
2018-0058,3/6/2018,2018,6,3,CONDUCTOR,MOTO,MASCULINO,26,13/6/2018
2018-0059,8/6/2018,2018,6,8,CONDUCTOR,MOTO,MASCULINO,54,8/6/2018
2018-0060,8/6/2018,2018,6,8,PEATON,PEATON,MASCULINO,51,8/6/2018
2018-0061,10/6/2018,2018,6,10,CONDUCTOR,MOTO,MASCULINO,51,10/6/2018
2018-0062,14/6/2018,2018,6,14,PEATON,PEATON,MASCULINO,32,14/6/2018
2018-0063,16/6/2018,2018,6,16,PEATON,PEATON,FEMENINO,28,17/6/2018
2018-0064,25/6/2018,2018,6,25,CONDUCTOR,AUTO,MASCULINO,30,25/6/2018
2018-0065,26/6/2018,2018,6,26,CONDUCTOR,MOTO,MASCULINO,35,26/6/2018
2018-0066,28/6/2018,2018,6,28,PEATON,PEATON,MASCULINO,73,28/6/2018
2018-0067,29/6/2018,2018,6,29,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,81,6/7/2018
2018-0068,1/7/2018,2018,7,1,CONDUCTOR,MOTO,MASCULINO,21,1/7/2018
2018-0069,4/7/2018,2018,7,4,CICLISTA,BICICLETA,MASCULINO,20,4/7/2018
2018-0070,7/7/2018,2018,7,7,CONDUCTOR,MOTO,MASCULINO,33,7/7/2018
2018-0071,10/7/2018,2018,7,10,CONDUCTOR,MOTO,MASCULINO,SD,10/7/2018
2018-0072,11/7/2018,2018,7,11,CONDUCTOR,MOTO,MASCULINO,27,13/7/2018
2018-0073,11/7/2018,2018,7,11,PEATON,PEATON,FEMENINO,67,11/7/2018
2018-0074,14/7/2018,2018,7,14,CONDUCTOR,AUTO,MASCULINO,25,14/7/2018
2018-0075,15/7/2018,2018,7,15,PEATON,PEATON,MASCULINO,23,15/7/2018
2018-0076,16/7/2018,2018,7,16,CONDUCTOR,AUTO,MASCULINO,73,16/7/2018
2018-0077,16/7/2018,2018,7,16,CONDUCTOR,AUTO,MASCULINO,58,17/7/2018
2018-0078,21/7/2018,2018,7,21,PEATON,PEATON,MASCULINO,27,21/7/2018
2018-0079,23/7/2018,2018,7,23,PEATON,PEATON,MASCULINO,SD,23/7/2018
2018-0080,25/7/2018,2018,7,25,PEATON,PEATON,MASCULINO,26,25/7/2018
2018-0081,29/7/2018,2018,7,29,PEATON,PEATON,MASCULINO,35,29/7/2018
2018-0082,1/8/2018,2018,8,1,CONDUCTOR,MOTO,FEMENINO,17,1/8/2018
2018-0083,2/8/2018,2018,8,2,CONDUCTOR,MOTO,MASCULINO,SD,2/8/2018
2018-0084,3/8/2018,2018,8,3,PEATON,PEATON,MASCULINO,45,3/8/2018
2018-0085,3/8/2018,2018,8,3,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22,3/8/2018
2018-0085,3/8/2018,2018,8,3,CONDUCTOR,MOTO,MASCULINO,30,3/8/2018
2018-0086,10/8/2018,2018,8,10,PEATON,PEATON,MASCULINO,40,10/8/2018
2018-0087,15/8/2018,2018,8,15,PEATON,PEATON,MASCULINO,75,20/8/2018
2018-0088,17/8/2018,2018,8,17,CONDUCTOR,MOTO,MASCULINO,SD,17/8/2018
2018-0089,17/8/2018,2018,8,17,PEATON,PEATON,MASCULINO,80,17/8/2018
2018-0090,18/8/2018,2018,8,18,CONDUCTOR,MOTO,MASCULINO,27,18/8/2018
2018-0091,19/8/2018,2018,8,19,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23,19/8/2018
2018-0092,20/8/2018,2018,8,20,CONDUCTOR,MOTO,MASCULINO,23,20/8/2018
2018-0093,20/8/2018,2018,8,20,PEATON,PEATON,MASCULINO,24,20/8/2018
2018-0094,23/8/2018,2018,8,23,CONDUCTOR,MOTO,MASCULINO,32,23/8/2018
2018-0095,26/8/2018,2018,8,26,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,49,26/8/2018
2018-0096,31/8/2018,2018,8,31,PEATON,PEATON,MASCULINO,39,31/8/2018
2018-0097,2/9/2018,2018,9,2,CONDUCTOR,AUTO,FEMENINO,35,2/9/2018
2018-0098,9/9/2018,2018,9,9,CONDUCTOR,AUTO,MASCULINO,55,9/9/2018
2018-0098,9/9/2018,2018,9,9,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,54,9/9/2018
2018-0099,12/9/2018,2018,9,12,PEATON,PEATON,MASCULINO,18,13/9/2018
2018-0100,20/9/2018,2018,9,20,SD,MOTO,FEMENINO,33,20/9/2018
2018-0101,21/9/2018,2018,9,21,CONDUCTOR,AUTO,MASCULINO,SD,21/9/2018
2018-0102,21/9/2018,2018,9,21,CONDUCTOR,MOTO,MASCULINO,20,21/9/2018
2018-0103,27/9/2018,2018,9,27,PEATON,PEATON,MASCULINO,1,29/9/2018
2018-0104,1/10/2018,2018,10,1,CONDUCTOR,MOTO,MASCULINO,22,1/10/2018
2018-0105,3/10/2018,2018,10,3,PEATON,PEATON,FEMENINO,56,3/10/2018
2018-0106,4/10/2018,2018,10,4,CONDUCTOR,MOTO,MASCULINO,27,4/10/2018
2018-0107,6/10/2018,2018,10,6,PEATON,PEATON,FEMENINO,62,6/10/2018
2018-0108,9/10/2018,2018,10,9,CONDUCTOR,MOTO,MASCULINO,37,10/10/2018
2018-0109,10/10/2018,2018,10,10,PEATON,PEATON,MASCULINO,34,10/10/2018
2018-0110,13/10/2018,2018,10,13,PEATON,PEATON,MASCULINO,60,14/10/2018
2018-0111,19/10/2018,2018,10,19,CONDUCTOR,MOTO,MASCULINO,28,19/10/2018
2018-0112,24/10/2018,2018,10,24,CONDUCTOR,MOTO,FEMENINO,28,24/10/2018
2018-0113,25/10/2018,2018,10,25,CONDUCTOR,MOTO,MASCULINO,20,25/10/2018
2018-0114,30/10/2018,2018,10,30,CONDUCTOR,MOTO,MASCULINO,23,30/10/2018
2018-0115,31/10/2018,2018,10,31,PEATON,PEATON,MASCULINO,42,1/11/2018
2018-0116,1/11/2018,2018,11,1,PEATON,PEATON,MASCULINO,48,8/11/2018
2018-0117,4/11/2018,2018,11,4,CONDUCTOR,MOTO,MASCULINO,30,8/11/2018
2018-0118,5/11/2018,2018,11,5,PEATON,PEATON,FEMENINO,80,5/11/2018
2018-0119,5/11/2018,2018,11,5,PEATON,PEATON,FEMENINO,32,6/11/2018
2018-0120,9/11/2018,2018,11,9,PEATON,PEATON,FEMENINO,51,20/11/2018
2018-0121,9/11/2018,2018,11,9,PEATON,PEATON,FEMENINO,72,9/11/2018
2018-0122,12/11/2018,2018,11,12,CONDUCTOR,AUTO,MASCULINO,33,12/11/2018
2018-0123,12/11/2018,2018,11,12,CONDUCTOR,AUTO,MASCULINO,25,12/11/2018
2018-0124,15/11/2018,2018,11,15,CONDUCTOR,CARGAS,MASCULINO,44,15/11/2018
2018-0125,16/11/2018,2018,11,16,PEATON,PEATON,MASCULINO,29,17/11/2018
2018-0126,18/11/2018,2018,11,18,CONDUCTOR,MOTO,MASCULINO,27,23/11/2018
2018-0127,19/11/2018,2018,11,19,CONDUCTOR,MOTO,MASCULINO,29,19/11/2018
2018-0128,25/11/2018,2018,11,25,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49,25/11/2018
2018-0128,25/11/2018,2018,11,25,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,39,25/11/2018
2018-0129,28/11/2018,2018,11,28,CONDUCTOR,MOTO,MASCULINO,37,30/11/2018
2018-0130,3/12/2018,2018,12,3,CONDUCTOR,MOTO,MASCULINO,SD,3/12/2018
2018-0131,7/12/2018,2018,12,7,CONDUCTOR,MOTO,MASCULINO,29,7/12/2018
2018-0132,12/12/2018,2018,12,12,PEATON,PEATON,MASCULINO,70,12/12/2018
2018-0133,12/12/2018,2018,12,12,PEATON,PEATON,FEMENINO,60,12/12/2018
2018-0134,12/12/2018,2018,12,12,PEATON,PEATON,MASCULINO,56,13/12/2018
2018-0135,18/12/2018,2018,12,18,PEATON,PEATON,MASCULINO,80,22/12/2018
2018-0136,18/12/2018,2018,12,18,PEATON,PEATON,FEMENINO,70,18/12/2018
2018-0137,18/12/2018,2018,12,18,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,29,19/12/2018
2018-0138,21/12/2018,2018,12,21,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,79,21/12/2018
2018-0139,22/12/2018,2018,12,22,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,28,24/12/2018
2018-0140,22/12/2018,2018,12,22,CONDUCTOR,AUTO,MASCULINO,78,22/12/2018
2018-0141,22/12/2018,2018,12,22,PEATON,PEATON,MASCULINO,75,24/12/2018
2018-0142,25/12/2018,2018,12,25,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,32,1/1/2019
2018-0143,29/12/2018,2018,12,29,CONDUCTOR,MOTO,MASCULINO,22,29/12/2018
2019-0001,8/1/2019,2019,1,8,CONDUCTOR,MOTO,MASCULINO,25,8/1/2019
2019-0002,9/1/2019,2019,1,9,CONDUCTOR,AUTO,MASCULINO,32,9/1/2019
2019-0003,12/1/2019,2019,1,12,CONDUCTOR,MOTO,MASCULINO,23,12/1/2019
2019-0004,14/1/2019,2019,1,14,CONDUCTOR,AUTO,MASCULINO,71,14/1/2019
2019-0005,19/1/2019,2019,1,19,CONDUCTOR,MOTO,MASCULINO,43,19/1/2019
2019-0006,23/1/2019,2019,1,23,PEATON,PEATON,FEMENINO,12,23/1/2019
2019-0007,26/1/2019,2019,1,26,CONDUCTOR,MOTO,MASCULINO,35,26/1/2019
2019-0008,30/1/2019,2019,1,30,CONDUCTOR,MOTO,MASCULINO,42,31/1/2019
2019-0009,31/1/2019,2019,1,31,CONDUCTOR,MOTO,MASCULINO,34,31/1/2019
2019-0010,2/2/2019,2019,2,2,PEATON,PEATON,MASCULINO,SD,2/2/2019
2019-0010,2/2/2019,2019,2,2,PEATON,PEATON,MASCULINO,59,2/2/2019
2019-0011,10/2/2019,2019,2,10,PEATON,PEATON,MASCULINO,SD,10/2/2019
2019-0012,17/2/2019,2019,2,17,CONDUCTOR,MOTO,MASCULINO,31,20/2/2019
2019-0013,20/2/2019,2019,2,20,PEATON,PEATON,MASCULINO,39,2/3/2019
2019-0014,20/2/2019,2019,2,20,CONDUCTOR,MOTO,MASCULINO,69,20/2/2019
2019-0015,23/2/2019,2019,2,23,CONDUCTOR,AUTO,MASCULINO,21,23/2/2019
2019-0016,24/2/2019,2019,2,24,CONDUCTOR,MOTO,MASCULINO,40,24/2/2019
2019-0017,3/3/2019,2019,3,3,CONDUCTOR,AUTO,MASCULINO,22,7/3/2019
2019-0018,3/3/2019,2019,3,3,PEATON,PEATON,FEMENINO,29,3/3/2019
2019-0019,6/3/2019,2019,3,6,CONDUCTOR,MOTO,MASCULINO,SD,26/03/2019
2019-0020,7/3/2019,2019,3,7,CONDUCTOR,MOTO,MASCULINO,43,7/3/2019
2019-0021,15/3/2019,2019,3,15,CONDUCTOR,MOTO,MASCULINO,23,16/3/2019
2019-0022,15/3/2019,2019,3,15,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,SD,15/3/2019
2019-0023,16/3/2019,2019,3,16,CONDUCTOR,AUTO,MASCULINO,34,16/3/2019
2019-0024,19/3/2019,2019,3,19,CONDUCTOR,MOTO,MASCULINO,32,19/3/2019
2019-0025,22/3/2019,2019,3,22,PEATON,PEATON,MASCULINO,27,4/4/2019
2019-0026,28/3/2019,2019,3,28,PEATON,PEATON,MASCULINO,SD,28/3/2019
2019-0027,28/3/2019,2019,3,28,CICLISTA,BICICLETA,MASCULINO,37,28/3/2019
2019-0028,6/4/2019,2019,4,6,PEATON,PEATON,FEMENINO,SD,6/4/2019
2019-0029,7/4/2019,2019,4,7,CONDUCTOR,MOTO,MASCULINO,27,7/4/2019
2019-0030,9/4/2019,2019,4,9,CONDUCTOR,MOTO,MASCULINO,25,9/4/2019
2019-0031,12/4/2019,2019,4,12,CICLISTA,BICICLETA,MASCULINO,20,12/4/2019
2019-0032,16/4/2019,2019,4,16,PEATON,PEATON,FEMENINO,83,18/4/2019
2019-0033,18/4/2019,2019,4,18,CONDUCTOR,MOTO,MASCULINO,25,18/4/2019
2019-0034,21/4/2019,2019,4,21,CONDUCTOR,MOTO,MASCULINO,SD,21/4/2019
2019-0035,23/4/2019,2019,4,23,PEATON,PEATON,FEMENINO,75,23/4/2019
2019-0036,26/4/2019,2019,4,26,CONDUCTOR,MOTO,MASCULINO,34,2/5/2019
2019-0037,1/5/2019,2019,5,1,CONDUCTOR,MOTO,MASCULINO,17,1/5/2019
2019-0038,4/5/2019,2019,5,4,PEATON,PEATON,FEMENINO,42,5/5/2019
2019-0105,5/5/2019,2019,5,5,PEATON,PEATON,FEMENINO,82,8/5/2019
2019-0039,9/5/2019,2019,5,9,CONDUCTOR,MOTO,MASCULINO,28,9/5/2019
2019-0040,9/5/2019,2019,5,9,CONDUCTOR,MOTO,MASCULINO,44,15/5/2019
2019-0041,11/5/2019,2019,5,11,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,78,11/5/2019
2019-0042,14/5/2019,2019,5,14,PEATON,PEATON,MASCULINO,39,14/5/2019
2019-0043,21/5/2019,2019,5,21,CICLISTA,BICICLETA,FEMENINO,SD,21/5/2019
