N_VICTIMAS,HH,COMUNA,EDAD,TIPO_DE_CALLE_AVENIDA,TIPO_DE_CALLE_CALLE,TIPO_DE_CALLE_GRAL PAZ,ACUSADO_AUTO,ACUSADO_BICICLETA,ACUSADO_CARGAS,ACUSADO_MOTO,ACUSADO_MULTIPLE,ACUSADO_OBJETO FIJO,ACUSADO_OTRO,ACUSADO_PASAJEROS,ACUSADO_TREN,SEXO_FEMENINO,SEXO_MASCULINO
1.0,20,9.0,78,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1.0,15,1.0,39,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1.0,9,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,12,5.0,77,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1.0,7,14.0,33,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,9,13.0,26,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1.0,10,4.0,76,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,7,6.0,32,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,9,13.0,72,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1.0,23,14.0,21,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,10,4.0,41,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1.0,17,8.0,49,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,3,15.0,21,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1.0,19,1.0,47,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,17,7.0,75,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,19,13.0,63,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1.0,9,10.0,39,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,22,1.0,30,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1.0,11,10.0,78,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,18,13.0,58,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1.0,23,13.0,60,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1.0,1,15.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,3,7.0,20,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,16,4.0,55,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1.0,21,7.0,40,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,15,10.0,35,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1.0,17,8.0,53,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1.0,5,4.0,43,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,12,14.0,25,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,11,9.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,6,10.0,22,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,1,15.0,29,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,9,13.0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,23,4.0,31,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1.0,18,4.0,29,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,3,14.0,28,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,8,4.0,72,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,5,5.0,57,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1.0,18,13.0,76,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1.0,16,15.0,67,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,7,8.0,47,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,8,9.0,73,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1.0,11,7.0,40,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1.0,22,10.0,20,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1.0,14,15.0,29,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,21,12.0,41,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1.0,20,4.0,27,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,15,4.0,92,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,18,9.0,67,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1.0,20,15.0,35,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,10,4.0,37,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1.0,11,11.0,16,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1.0,14,15.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1.0,15,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,19,1.0,73,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,8,9.0,23,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.0,14,15.0,61,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1.0,17,12.0,38,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,4,4.0,25,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1.0,14,9.0,18,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1.0,0,11.0,24,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1.0,4,10.0,23,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,11,10.0,82,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,10,15.0,87,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1.0,20,7.0,36,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,6,3.0,44,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,21,1.0,82,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,6,3.0,25,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,12,8.0,23,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,0,1.0,52,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1.0,7,2.0,49,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,14,5.0,48,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1.0,5,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,11,5.0,31,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1.0,21,3.0,66,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1.0,12,15.0,58,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1.0,2,11.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1.0,14,1.0,29,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,13,1.0,68,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,23,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,14,13.0,31,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,21,5.0,80,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1.0,17,3.0,74,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1.0,16,2.0,87,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1.0,6,9.0,44,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,18,4.0,44,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,7,9.0,53,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1.0,5,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,6,14.0,28,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,8,8.0,76,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,10,15.0,91,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,14,9.0,80,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1.0,15,6.0,40,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1.0,8,9.0,29,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,23,15.0,21,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,6,13.0,32,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1.0,3,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1.0,5,7.0,40,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,18,14.0,72,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1.0,4,8.0,38,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2.0,4,14.0,46,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2.0,4,14.0,64,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,19,9.0,44,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1.0,3,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,1,7.0,34,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,17,8.0,53,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1.0,17,1.0,64,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,0,6.0,43,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,3,8.0,50,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1.0,21,11.0,41,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1.0,14,9.0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,20,15.0,41,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,20,1.0,36,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,22,14.0,28,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1.0,0,10.0,49,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,6,3.0,44,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,3,4.0,27,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,9,4.0,59,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1.0,12,12.0,91,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,13,8.0,34,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1.0,7,11.0,84,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,16,10.0,57,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,6,1.0,49,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1.0,20,9.0,69,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1.0,14,13.0,45,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,17,3.0,47,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2.0,7,11.0,38,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2.0,7,11.0,21,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1.0,16,12.0,24,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1.0,4,10.0,27,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,22,4.0,51,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,20,2.0,71,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,5,1.0,25,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,15,2.0,81,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1.0,23,7.0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,3,3.0,42,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,7,8.0,56,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,21,7.0,39,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,14,1.0,23,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,12,10.0,78,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2.0,6,15.0,30,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2.0,6,15.0,24,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,5,7.0,26,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1.0,4,12.0,28,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1.0,18,1.0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,10,9.0,47,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,7,7.0,27,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,9,5.0,61,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,21,9.0,73,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,21,14.0,23,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,10,15.0,84,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1.0,23,4.0,28,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,5,6.0,31,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,8,12.0,28,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1.0,1,2.0,21,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,20,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,6,10.0,41,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,0,15.0,28,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,3,15.0,26,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,5,8.0,22,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,4,1.0,33,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,19,3.0,36,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1.0,1,12.0,30,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,15,5.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1.0,5,3.0,39,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1.0,12,13.0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,9,4.0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,16,9.0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,3,8.0,37,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1.0,2,4.0,36,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,15,12.0,19,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1.0,17,7.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,18,7.0,26,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,18,4.0,36,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1.0,10,1.0,68,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,19,13.0,60,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1.0,17,5.0,33,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,14,4.0,26,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,9,8.0,24,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,6,11.0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1.0,7,13.0,58,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1.0,11,14.0,44,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,12,9.0,86,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,5,13.0,27,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1.0,8,14.0,75,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,5,9.0,39,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,18,9.0,50,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,2,9.0,21,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,17,4.0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1.0,2,15.0,20,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,16,4.0,59,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,9,12.0,44,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,20,8.0,74,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,13,13.0,56,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,19,4.0,73,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,5,8.0,19,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1.0,12,15.0,58,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,14,4.0,41,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1.0,12,3.0,47,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,23,4.0,60,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,23,2.0,46,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,0,12.0,24,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1.0,1,3.0,44,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1.0,12,5.0,80,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1.0,9,4.0,55,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,7,4.0,73,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,4,7.0,31,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,20,9.0,37,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1.0,8,6.0,63,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1.0,20,11.0,59,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,9,1.0,27,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,6,11.0,39,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,17,14.0,17,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,8,8.0,31,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,16,3.0,88,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1.0,19,2.0,57,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,12,2.0,76,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,15,12.0,55,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1.0,14,1.0,65,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1.0,6,7.0,31,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,7,6.0,31,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1.0,6,6.0,22,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,3,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1.0,16,1.0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,13,4.0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,4,3.0,38,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,0,13.0,30,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,3,9.0,32,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,18,12.0,49,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1.0,10,6.0,75,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,11,1.0,73,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1.0,15,13.0,45,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1.0,1,11.0,41,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,11,1.0,73,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,23,10.0,24,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1.0,6,3.0,50,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,17,7.0,18,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,1,9.0,43,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,0,11.0,27,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,10,9.0,60,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,6,1.0,53,0,1,0,1,0,0,0,0,0,0,0,0,0,1
